timestamp,x,y,z
1754698874269,-0.1014,0.1295,9.7604
1754698874289,1.6736,0.0638,9.7049
1754698874309,2.8504,-0.1041,9.8416
1754698874329,2.9086,-0.0507,9.9327
1754698874349,1.8954,0.0563,9.8973
1754698874369,-0.1397,0.1006,9.7646
1754698874389,-1.8839,-0.1330,9.6573
1754698874409,-2.9583,-0.0352,9.6886
1754698874429,-2.8145,-0.1475,9.8359
1754698874449,-1.8616,0.0250,9.6909
1754698874469,0.1196,0.1266,9.8381
1754698874489,1.7411,0.0428,9.8577
1754698874509,2.9189,-0.0500,9.7217
1754698874529,2.8159,0.0713,9.8728
1754698874549,1.8040,-0.0716,9.9473
1754698874569,-0.0748,-0.0230,9.7683
1754698874589,-1.8642,0.1476,9.8800
1754698874609,-2.9443,-0.0165,9.9064
1754698874629,-2.9881,0.0360,9.7438
1754698874649,-1.6823,-0.0351,9.9270
1754698874669,0.0510,0.1373,9.9301
1754698874689,1.8360,0.0253,9.9087
1754698874709,2.8283,0.1285,9.8134
1754698874729,2.9169,-0.0816,9.8800
1754698874749,1.7669,-0.0205,9.8090
1754698874769,-0.0602,0.0815,9.8032
1754698874789,-1.6177,0.1482,9.6662
1754698874809,-2.9262,0.0433,9.7840
1754698874829,-2.7100,0.0904,9.8920
1754698874849,-1.6765,0.1086,9.6734
1754698874869,0.1455,-0.0774,9.8214
1754698874889,1.8450,-0.0350,9.8556
1754698874909,2.9964,-0.0864,9.7262
1754698874929,2.9945,0.0419,9.7895
1754698874949,1.6348,0.0783,9.8306
1754698874969,0.0332,0.1287,9.8488
1754698874989,-1.8910,0.1339,9.8745
1754698875009,-2.7846,-0.1266,9.8974
1754698875029,-2.8785,-0.1030,9.8853
1754698875049,-1.6905,0.0239,9.8648
1754698875069,0.0171,-0.0676,9.7198
1754698875089,1.8613,0.0873,9.6737
1754698875109,2.7985,0.1344,9.8164
1754698875129,2.7170,-0.1490,9.9300
1754698875149,1.8502,-0.1231,9.7960
1754698875169,-0.0087,-0.0125,9.7494
1754698875189,-1.6397,-0.1020,9.7525
1754698875209,-2.8882,0.1001,9.8264
1754698875229,-2.8713,0.0986,9.7411
1754698875249,-1.7249,-0.0892,9.6927
1754698875269,-0.0420,0.0459,9.9058
1754698875289,1.6696,0.0969,9.7792
1754698875309,2.7462,0.0820,9.8387
1754698875329,2.7032,-0.1105,9.9153
1754698875349,1.6742,-0.0866,9.7954
1754698875369,-0.1073,-0.1372,9.6843
1754698875389,-1.8537,0.0655,9.9099
1754698875409,-2.7695,0.1106,9.7640
1754698875429,-2.9664,-0.0044,9.7905
1754698875449,-1.6827,0.0507,9.6933
1754698875469,0.0076,-0.1238,9.8014
1754698875489,1.6632,-0.1235,9.6701
1754698875509,2.8713,0.0224,9.7161
1754698875529,2.8536,-0.1300,9.9296
1754698875549,1.7813,0.1260,9.7992
1754698875569,-0.0901,0.0707,9.7536
1754698875589,-1.7642,0.0814,9.8851
1754698875609,-2.8958,0.0911,9.8466
1754698875629,-2.9929,-0.0427,9.7283
1754698875649,-1.6906,0.1080,9.7958
1754698875669,-0.1349,-0.0852,9.8531
1754698875689,1.8744,-0.1484,9.7119
1754698875709,2.8098,0.0921,9.7958
1754698875729,2.9877,-0.0016,9.6678
1754698875749,1.6377,-0.0499,9.7180
1754698875769,0.0517,0.0913,9.8283
1754698875789,-1.7091,-0.0078,9.7901
1754698875809,-2.8734,-0.0303,9.8721
1754698875829,-2.7429,-0.0939,9.7844
1754698875849,-1.8300,-0.1149,9.8812
1754698875869,0.0938,-0.1486,9.7129
1754698875889,1.8410,-0.0343,9.6704
1754698875909,2.9952,-0.1184,9.8496
1754698875929,2.8992,-0.0488,9.6784
1754698875949,1.7166,0.0300,9.7266
1754698875969,-0.1158,0.1125,9.7290
1754698875989,-1.6137,-0.0433,9.7668
1754698876009,-2.8180,-0.0772,9.7138
1754698876029,-2.8184,0.0902,9.8814
1754698876049,-1.8904,0.0935,9.9254
1754698876069,-0.0636,-0.0659,9.7720
1754698876089,1.7649,0.0124,9.7950
1754698876109,2.8333,-0.0704,9.9283
1754698876129,2.9909,0.0790,9.8123
1754698876149,1.8579,-0.1290,9.7628
1754698876169,-0.1493,-0.0502,9.7464
1754698876189,-1.6270,0.0358,9.8147
1754698876209,-2.8377,-0.0282,9.9487
1754698876229,-2.7506,-0.1480,9.8371
1754698876249,-1.6811,-0.0627,9.7851
1754698876269,0.0715,-0.0819,9.8485
1754698876289,1.7174,0.0614,9.8887
1754698876309,2.9541,-0.0043,9.8650
1754698876329,2.8580,0.1029,9.7544
1754698876349,1.7273,0.1490,9.8953
1754698876369,-0.0839,-0.1305,9.7102
1754698876389,-1.8242,-0.0035,9.8724
1754698876409,-2.7959,0.1229,9.7791
1754698876429,-2.8447,0.0604,9.6936
1754698876449,-1.8530,0.0211,9.6702
1754698876469,0.0081,-0.1065,9.8857
1754698876489,1.9127,0.0295,9.8813
1754698876509,2.7218,0.0409,9.9034
1754698876529,2.8089,-0.1443,9.9026
1754698876549,1.6308,0.0896,9.8877
1754698876569,0.0674,0.1042,9.8297
1754698876589,-1.7094,-0.0105,9.9190
1754698876609,-2.8178,-0.0157,9.8768
1754698876629,-2.7891,0.0011,9.9375
1754698876649,-1.8936,-0.0071,9.8232
1754698876669,0.1301,0.1414,9.9296
1754698876689,1.8190,0.0938,9.9135
1754698876709,2.8193,0.1091,9.7210
1754698876729,2.8099,-0.0233,9.7449
1754698876749,1.7458,-0.1169,9.9145
1754698876769,0.0805,0.0929,9.8077
1754698876789,-1.8093,0.1068,9.8436
1754698876809,-2.9965,-0.1410,9.7270
1754698876829,-2.9598,-0.1029,9.8820
1754698876849,-1.6961,0.1034,9.7328
1754698876869,-0.0597,0.0991,9.8927
1754698876889,1.7918,0.0657,9.9097
1754698876909,2.7686,-0.1379,9.9200
1754698876929,2.7644,-0.1500,9.8172
1754698876949,1.8457,-0.1428,9.9370
1754698876969,-0.1129,-0.1377,9.7437
1754698876989,-1.8004,0.0441,9.9466
1754698877009,-2.7797,0.0045,9.9113
1754698877029,-2.9983,-0.0845,9.6752
1754698877049,-1.6468,-0.0588,9.7128
1754698877069,0.0844,0.1344,9.8203
1754698877089,1.7376,0.0629,9.9399
1754698877109,2.7819,-0.1016,9.7203
1754698877129,2.7216,0.0994,9.6748
1754698877149,1.6621,0.1031,9.7230
1754698877169,0.0533,-0.1332,9.6504
1754698877189,-1.8333,0.1266,9.8432
1754698877209,-2.9941,-0.0126,9.7422
1754698877229,-2.8976,0.1237,9.6985
1754698877249,-1.9059,0.1408,9.7807
1754698877269,-0.1129,-0.0432,9.9387
1754698877289,1.8231,0.0449,9.6708
1754698877309,2.9904,0.0301,9.7545
1754698877329,2.7816,-0.0812,9.7285
1754698877349,1.8780,0.0434,9.9169
1754698877369,-0.1219,-0.1005,9.8346
1754698877389,-1.7631,-0.1160,9.7760
1754698877409,-2.8208,0.1347,9.9440
1754698877429,-2.8873,-0.0779,9.8694
1754698877449,-1.7522,0.0861,9.7405
1754698877469,0.0907,0.1102,9.6672
1754698877489,1.8032,0.0798,9.7811
1754698877509,2.9830,-0.0626,9.7047
1754698877529,2.7084,-0.0588,9.8532
1754698877549,1.8784,-0.0675,9.8313
1754698877569,-0.0199,0.0730,9.7523
1754698877589,-1.6346,-0.0788,9.7800
1754698877609,-2.9812,0.0501,9.9438
1754698877629,-2.8712,-0.0227,9.8838
1754698877649,-1.6982,0.0231,9.8062
1754698877669,-0.0905,-0.0488,9.7168
1754698877689,1.7546,0.0937,9.7900
1754698877709,2.7688,0.0118,9.7157
1754698877729,2.7600,0.1224,9.6631
1754698877749,1.8107,0.0059,9.8378
1754698877769,0.0565,0.1340,9.7809
1754698877789,-1.8556,-0.1072,9.8735
1754698877809,-2.9313,0.0169,9.8057
1754698877829,-2.8245,-0.0105,9.8792
1754698877849,-1.7535,0.0430,9.8332
1754698877869,-0.0350,-0.0081,9.7691
1754698877889,1.7394,0.0961,9.6929
1754698877909,2.9883,0.0562,9.8208
1754698877929,2.8028,-0.0531,9.9098
1754698877949,1.9101,0.0988,9.8799
1754698877969,0.0019,0.0377,9.7255
1754698877989,-1.7660,0.1218,9.7902
1754698878009,-2.8386,0.0425,9.8631
1754698878029,-2.8183,-0.1099,9.9108
1754698878049,-1.6260,0.1294,9.8924
1754698878069,0.0857,-0.0121,9.8144
1754698878089,1.7337,-0.1201,9.6642
1754698878109,2.9290,0.0303,9.7876
1754698878129,2.9615,-0.0525,9.8561
1754698878149,1.6245,0.0327,9.7235
1754698878169,0.0717,-0.1415,9.8017
1754698878189,-1.8898,-0.0077,9.8789
1754698878209,-2.7877,-0.1466,9.9437
1754698878229,-2.9639,0.0911,9.6522
1754698878249,-1.7409,-0.0997,9.8835
1754698878269,-0.0662,0.0337,9.7011
1754698878289,1.8092,0.0192,9.8199
1754698878309,2.9983,-0.0933,9.7915
1754698878329,2.9565,-0.1357,9.6972
1754698878349,1.6277,-0.0363,9.8248
1754698878369,-0.0490,-0.0480,9.8662
1754698878389,-1.7821,0.1210,9.7763
1754698878409,-2.8070,-0.0505,9.6806
1754698878429,-2.7943,-0.0632,9.6706
1754698878449,-1.6162,-0.1486,9.9400
1754698878469,-0.0006,0.1415,9.7399
1754698878489,1.7391,-0.0898,9.9033
1754698878509,2.7179,-0.0382,9.7531
1754698878529,2.9026,-0.1380,9.6523
1754698878549,1.7366,-0.1351,9.8911
1754698878569,-0.1137,-0.0871,9.8205
1754698878589,-1.8486,-0.0551,9.8616
1754698878609,-2.8219,0.0409,9.7894
1754698878629,-2.8233,0.0327,9.7602
1754698878649,-1.6221,-0.0350,9.6520
1754698878669,0.0276,-0.0493,9.7505
1754698878689,1.6912,-0.0033,9.7440
1754698878709,2.8605,0.1181,9.6526
1754698878729,2.8091,0.0449,9.7387
1754698878749,1.7816,-0.1310,9.9081
1754698878769,-0.1388,0.1309,9.9456
1754698878789,-1.7800,0.1008,9.8756
1754698878809,-2.7174,0.0032,9.6797
1754698878829,-2.9042,-0.0191,9.7516
1754698878849,-1.8374,0.1486,9.8412
1754698878869,0.0672,-0.1268,9.7710
1754698878889,1.8921,0.1097,9.7506
1754698878909,2.9181,-0.1185,9.6692
1754698878929,2.8433,-0.0010,9.9280
1754698878949,1.8581,0.1065,9.7001
1754698878969,-0.0546,-0.0025,9.6729
1754698878989,-1.9091,0.0799,9.7971
1754698879009,-2.9145,0.1413,9.7796
1754698879029,-2.8563,-0.0187,9.7052
1754698879049,-1.8526,0.0983,9.7498
1754698879069,-0.0766,0.0418,9.8177
1754698879089,1.8547,-0.1140,9.8577
1754698879109,2.9676,0.1428,9.6630
1754698879129,2.7953,0.1161,9.9190
1754698879149,1.8696,-0.1374,9.8280
1754698879169,0.0926,-0.1319,9.9130
1754698879189,-1.7634,-0.0002,9.7228
1754698879209,-2.7900,0.0002,9.7845
1754698879229,-2.7247,-0.1013,9.8275
1754698879249,-1.7431,-0.0544,9.6649
1754698879269,-0.1321,0.1470,9.7918
1754698879289,1.7296,-0.0729,9.9167
1754698879309,2.7263,0.0870,9.6736
1754698879329,2.9261,-0.1340,9.9286
1754698879349,1.8589,-0.0085,9.8124
1754698879369,0.0040,-0.0673,9.7383
1754698879389,-1.6574,-0.0909,9.8504
1754698879409,-2.7559,-0.0841,9.7444
1754698879429,-2.9191,-0.1200,9.7449
1754698879449,-1.8558,0.1299,9.8633
1754698879469,-0.1301,0.0794,9.7165
1754698879489,1.8860,0.0029,9.8902
1754698879509,2.8104,-0.0504,9.9046
1754698879529,2.9122,0.0966,9.7948
1754698879549,1.8988,-0.0811,9.9041
1754698879569,0.1418,-0.0740,9.8828
1754698879589,-1.6520,-0.0095,9.7608
1754698879609,-2.8219,-0.0089,9.7292
1754698879629,-2.8620,0.0116,9.6694
1754698879649,-1.7029,-0.0797,9.9014
1754698879669,0.0202,0.0842,9.8618
1754698879689,1.7094,0.0829,9.9393
1754698879709,2.9104,-0.1049,9.7556
1754698879729,2.8531,0.1450,9.6864
1754698879749,1.7926,-0.0871,9.6528
1754698879769,0.1415,0.1308,9.8880
1754698879789,-1.6210,-0.0598,9.7327
1754698879809,-2.9649,-0.0429,9.6761
1754698879829,-2.8544,0.1404,9.7192
1754698879849,-1.7818,-0.1475,9.9267
1754698879869,-0.0820,0.0201,9.8858
1754698879889,1.7805,-0.1191,9.6698
1754698879909,2.7400,-0.0996,9.8527
1754698879929,2.7085,0.1331,9.6899
1754698879949,1.7589,0.1264,9.8051
1754698879969,-0.0289,-0.1134,9.6841
1754698879989,-1.8427,-0.1000,9.7558
1754698880009,-2.9002,0.0822,9.7417
1754698880029,-2.9551,-0.0078,9.6811
1754698880049,-1.8909,-0.1124,9.7608
1754698880069,-0.0265,0.0016,9.8768
1754698880089,1.7281,-0.0840,9.6873
1754698880109,2.9097,0.0203,9.8245
1754698880129,2.8679,0.0579,9.7801
1754698880149,1.8601,0.0881,9.7993
1754698880169,0.0951,-0.0995,9.8035
1754698880189,-1.9069,-0.0748,9.9225
1754698880209,-2.9122,0.0648,9.9312
1754698880229,-2.9148,0.1374,9.9081
1754698880249,-1.6891,-0.0631,9.9064
1754698880269,-0.0243,-0.0601,9.6905
1754698880289,1.8112,0.0564,9.7934
1754698880309,2.7888,0.0581,9.9271
1754698880329,2.9113,0.0972,9.9221
1754698880349,1.8079,-0.0889,9.7069
1754698880369,-0.0604,-0.0491,9.7074
1754698880389,-1.6729,-0.0434,9.9249
1754698880409,-2.9726,0.1028,9.9331
1754698880429,-2.7483,-0.0228,9.8799
1754698880449,-1.8098,-0.0713,9.7685
1754698880469,-0.0537,-0.0197,9.7520
1754698880489,1.7181,-0.0695,9.8394
1754698880509,2.7846,-0.1303,9.6588
1754698880529,2.8358,0.0286,9.7571
1754698880549,1.6739,-0.0802,9.8755
1754698880569,-0.0763,-0.1341,9.6875
1754698880589,-1.6523,0.0490,9.7608
1754698880609,-2.8029,-0.1495,9.7553
1754698880629,-2.8424,-0.0997,9.9421
1754698880649,-1.8805,0.1157,9.8969
1754698880669,0.0568,0.0342,9.7441
1754698880689,1.9063,-0.0010,9.6542
1754698880709,2.8193,-0.0262,9.7522
1754698880729,2.8256,-0.0722,9.6972
1754698880749,1.6216,0.1309,9.9450
1754698880769,-0.1100,-0.0124,9.7678
1754698880789,-1.8499,0.0159,9.7790
1754698880809,-2.9285,-0.1071,9.7745
1754698880829,-2.7733,0.0282,9.9099
1754698880849,-1.8087,-0.0892,9.7802
1754698880869,-0.0508,0.0949,9.6565
1754698880889,1.8725,-0.0163,9.8889
1754698880909,2.7172,0.1208,9.6946
1754698880929,2.7307,0.0995,9.6508
1754698880949,1.7806,-0.0558,9.7959
1754698880969,0.0058,-0.1112,9.9483
1754698880989,-1.8729,0.1034,9.7960
1754698881009,-2.7984,-0.1473,9.7644
1754698881029,-2.9847,-0.1476,9.8831
1754698881049,-1.8605,-0.0079,9.7323
1754698881069,-0.1214,-0.0032,9.6651
1754698881089,1.6815,-0.1350,9.9122
1754698881109,2.8518,0.1325,9.9386
1754698881129,2.8988,-0.0481,9.9161
1754698881149,1.8561,-0.0987,9.8635
1754698881169,0.0154,-0.1386,9.8617
1754698881189,-1.6204,0.0037,9.8022
1754698881209,-2.7820,0.0674,9.8657
1754698881229,-2.9460,0.0878,9.8742
1754698881249,-1.6148,0.1078,9.8974
1754698881269,-0.1338,0.0082,9.7514
1754698881289,1.8076,0.1342,9.7434
1754698881309,2.9041,-0.1249,9.8955
1754698881329,2.8916,-0.0773,9.7351
1754698881349,1.7344,-0.0503,9.7302
1754698881369,0.0846,0.1346,9.7483
1754698881389,-1.8643,0.0857,9.7425
1754698881409,-2.7337,-0.1440,9.7052
1754698881429,-2.7116,0.0909,9.7030
1754698881449,-1.8572,-0.0385,9.8673
1754698881469,0.0892,-0.0456,9.8916
1754698881489,1.7388,0.0558,9.9214
1754698881509,2.7773,-0.0809,9.7147
1754698881529,2.9997,-0.1080,9.7806
1754698881549,1.6644,0.0608,9.9129
1754698881569,-0.1287,0.0376,9.7469
1754698881589,-1.6874,0.1304,9.6612
1754698881609,-2.8194,-0.0459,9.6942
1754698881629,-2.7586,0.0341,9.8017
1754698881649,-1.8967,0.0448,9.9342
1754698881669,-0.1268,0.0485,9.8415
1754698881689,1.7750,0.0491,9.8525
1754698881709,2.7409,0.0921,9.8878
1754698881729,2.8309,-0.0165,9.7031
1754698881749,1.7274,-0.1095,9.9259
1754698881769,0.0403,-0.1059,9.7530
1754698881789,-1.7327,0.1398,9.7528
1754698881809,-2.8383,0.1129,9.7942
1754698881829,-2.9494,-0.1381,9.7774
1754698881849,-1.8897,-0.0229,9.8466
1754698881869,-0.0778,-0.1226,9.8981
1754698881889,1.8494,-0.0356,9.7582
1754698881909,2.8740,0.0811,9.7470
1754698881929,2.9467,-0.0460,9.8939
1754698881949,1.6680,-0.1252,9.8466
1754698881969,0.0992,-0.0816,9.7372
1754698881989,-1.6616,0.0980,9.6948
1754698882009,-2.9915,0.0869,9.8127
1754698882029,-2.8140,0.0305,9.8474
1754698882049,-1.6354,0.0678,9.8801
1754698882069,0.0187,0.0471,9.7951
1754698882089,1.6589,0.0676,9.8374
1754698882109,2.9869,0.0268,9.7577
1754698882129,2.8434,0.0017,9.8696
1754698882149,1.6137,0.0867,9.7406
1754698882169,0.0729,0.0277,9.9036
1754698882189,-1.8133,0.0772,9.7279
1754698882209,-2.7987,0.1316,9.8675
1754698882229,-2.7328,0.0571,9.9003
1754698882249,-1.6279,-0.1124,9.6825
1754698882269,0.0345,-0.0074,9.7978
1754698882289,1.6724,0.0767,9.7180
1754698882309,2.9971,-0.0681,9.8537
1754698882329,2.7829,0.0692,9.6967
1754698882349,1.6623,0.0847,9.8533
1754698882369,-0.1215,-0.1017,9.8746
1754698882389,-1.7414,0.0012,9.7212
1754698882409,-2.8690,0.0607,9.9185
1754698882429,-2.7142,-0.1318,9.8869
1754698882449,-1.6743,0.0674,9.8916
1754698882469,0.0532,-0.1444,9.8771
1754698882489,1.6848,0.0063,9.6732
1754698882509,2.7206,-0.0937,9.9149
1754698882529,2.8112,0.0084,9.7766
1754698882549,1.7484,0.0971,9.7293
1754698882569,-0.0062,0.1237,9.8929
1754698882589,-1.8342,0.0693,9.7049
1754698882609,-2.7212,-0.0897,9.7792
1754698882629,-2.9107,0.1326,9.9375
1754698882649,-1.9008,0.0700,9.8544
1754698882669,-0.0762,-0.1131,9.8271
1754698882689,1.8253,0.1456,9.7506
1754698882709,2.9723,-0.0218,9.6590
1754698882729,2.9638,0.1038,9.9256
1754698882749,1.7969,-0.1141,9.8851
1754698882769,-0.0975,0.1158,9.6966
1754698882789,-1.7942,-0.0657,9.6852
1754698882809,-2.8673,-0.0014,9.6885
1754698882829,-2.7433,0.0157,9.7088
1754698882849,-1.8872,-0.0841,9.7990
1754698882869,-0.0516,-0.0804,9.7132
1754698882889,1.8963,0.0973,9.7753
1754698882909,2.7893,-0.0752,9.7879
1754698882929,2.9788,0.0435,9.7003
1754698882949,1.7214,-0.0678,9.8631
1754698882969,0.0719,-0.0453,9.7155
1754698882989,-1.8386,-0.0671,9.6864
1754698883009,-2.9818,0.0176,9.8177
1754698883029,-2.7874,-0.0284,9.6522
1754698883049,-1.6765,-0.0323,9.8054
1754698883069,0.1108,-0.0947,9.8863
1754698883089,1.7384,0.0615,9.7826
1754698883109,2.9949,-0.0770,9.8178
1754698883129,2.8180,-0.0953,9.9014
1754698883149,1.8316,0.0827,9.9149
1754698883169,-0.1448,0.0341,9.7081
1754698883189,-1.7362,-0.0073,9.9059
1754698883209,-2.8096,-0.1118,9.7541
1754698883229,-2.7518,0.0205,9.7148
1754698883249,-1.7434,-0.1357,9.7929
1754698883269,0.0216,0.0156,9.7411
1754698883289,1.7648,0.0132,9.8395
1754698883309,2.9114,0.1335,9.7638
1754698883329,2.7832,-0.0304,9.9315
1754698883349,1.6804,0.0569,9.8755
1754698883369,-0.0693,-0.1389,9.8955
1754698883389,-1.7386,-0.0132,9.8089
1754698883409,-2.8990,0.1109,9.7003
1754698883429,-2.7885,-0.0901,9.8829
1754698883449,-1.8755,0.0265,9.7438
1754698883469,0.0396,0.0014,9.9456
1754698883489,1.8391,-0.1450,9.7548
1754698883509,2.7335,-0.0493,9.6756
1754698883529,2.7041,0.0227,9.6947
1754698883549,1.8834,-0.0582,9.8787
1754698883569,-0.0667,0.0722,9.9053
1754698883589,-1.8569,-0.0334,9.8735
1754698883609,-2.8200,0.0883,9.7489
1754698883629,-2.8987,-0.0992,9.6697
1754698883649,-1.7003,-0.1193,9.8497
1754698883669,0.0302,0.0268,9.7468
1754698883689,1.7332,0.0263,9.8261
1754698883709,2.9298,0.0904,9.6743
1754698883729,2.9675,0.1021,9.6885
1754698883749,1.7452,-0.0878,9.7815
1754698883769,-0.0874,-0.0637,9.7520
1754698883789,-1.7661,-0.0713,9.8391
1754698883809,-2.8349,-0.0421,9.8168
1754698883829,-2.8774,0.1283,9.9250
1754698883849,-1.8869,0.0695,9.8575
1754698883869,-0.0648,0.1374,9.6722
1754698883889,1.8707,0.0679,9.9478
1754698883909,2.7577,0.0282,9.9247
1754698883929,2.9119,-0.1417,9.9006
1754698883949,1.8352,-0.1227,9.7932
1754698883969,0.0984,-0.0566,9.7297
1754698883989,-1.7744,0.1185,9.7651
1754698884009,-2.7874,-0.0129,9.8757
1754698884029,-2.7877,0.0193,9.8077
1754698884049,-1.7333,-0.0105,9.7068
1754698884069,-0.1454,0.0308,9.9285
1754698884089,1.8880,-0.0691,9.9426
1754698884109,2.8850,0.0207,9.8781
1754698884129,2.9517,-0.1288,9.9041
1754698884149,1.6670,-0.1246,9.7670
1754698884169,0.0968,0.0182,9.7835
1754698884189,-1.6925,-0.1390,9.6615
1754698884209,-2.8315,0.0571,9.6567
1754698884229,-2.9178,0.1123,9.6886
1754698884249,-1.8016,-0.1373,9.6913
1754698884269,-0.0967,0.0306,9.7215
1754698884289,1.6223,-0.0828,9.7121
1754698884309,2.9689,-0.0453,9.9260
1754698884329,2.9429,0.0675,9.7787
1754698884349,1.7135,0.0781,9.8532
1754698884369,-0.0102,-0.0650,9.9123
1754698884389,-1.6270,0.1153,9.7044
1754698884409,-2.8251,0.0187,9.8866
1754698884429,-2.7925,0.0508,9.9045
1754698884449,-1.7561,0.1423,9.9275
1754698884469,0.0544,0.0327,9.7176
1754698884489,1.6191,-0.1342,9.7111
1754698884509,2.7327,0.0374,9.7710
1754698884529,2.8092,0.0372,9.7445
1754698884549,1.6327,0.0993,9.6704
1754698884569,-0.1261,0.1258,9.7717
1754698884589,-1.7006,0.1049,9.8645
1754698884609,-2.8858,-0.0112,9.9424
1754698884629,-2.7546,0.0894,9.9258
1754698884649,-1.6313,-0.0531,9.9292
1754698884669,-0.0720,-0.0020,9.8352
1754698884689,1.6841,0.0786,9.9407
1754698884709,2.7788,0.0850,9.9100
1754698884729,2.9003,0.0684,9.6930
1754698884749,1.8534,-0.0986,9.9211
1754698884769,-0.0099,0.0124,9.6979
1754698884789,-1.8359,-0.0161,9.7708
1754698884809,-2.9717,-0.0625,9.9448
1754698884829,-2.9677,-0.1317,9.7354
1754698884849,-1.8393,-0.1401,9.8172
1754698884869,0.0345,-0.0135,9.8811
1754698884889,1.6591,0.0392,9.8920
1754698884909,2.9235,-0.1210,9.7514
1754698884929,2.7986,0.1018,9.6667
1754698884949,1.6897,-0.0019,9.8138
1754698884969,0.0455,-0.0237,9.8528
1754698884989,-1.6648,0.1194,9.7356
1754698885009,-2.9462,0.1107,9.7670
1754698885029,-2.9863,0.0515,9.8492
1754698885049,-1.8846,-0.1280,9.6794
1754698885069,0.1243,-0.0839,9.7568
1754698885089,1.7159,0.1384,9.9308
1754698885109,2.9975,-0.1218,9.9391
1754698885129,2.8733,0.0836,9.6894
1754698885149,1.6502,0.0007,9.8385
1754698885169,-0.0979,0.0704,9.7936
1754698885189,-1.6481,-0.0922,9.9249
1754698885209,-2.7164,0.0147,9.8236
1754698885229,-2.7216,-0.0720,9.8486
1754698885249,-1.6906,0.0682,9.8389
1754698885269,-0.1300,0.0457,9.6579
1754698885289,1.7564,0.0892,9.8125
1754698885309,2.9471,0.1125,9.6569
1754698885329,2.7365,0.0756,9.6619
1754698885349,1.7126,0.1332,9.7520
1754698885369,0.0530,-0.0704,9.9431
1754698885389,-1.8128,-0.1134,9.8245
1754698885409,-2.9436,-0.0650,9.6826
1754698885429,-2.7546,-0.1256,9.7271
1754698885449,-1.6242,0.1124,9.8254
1754698885469,-0.0429,-0.1242,9.7434
1754698885489,1.8508,0.0584,9.7321
1754698885509,2.7921,0.1193,9.9327
1754698885529,2.8758,-0.0024,9.7702
1754698885549,1.6958,-0.1375,9.8420
1754698885569,0.1338,0.0557,9.9221
1754698885589,-1.9130,-0.1246,9.7746
1754698885609,-2.7043,-0.1349,9.6742
1754698885629,-2.9611,-0.0948,9.9268
1754698885649,-1.7107,0.1439,9.7748
1754698885669,0.1156,0.0311,9.7814
1754698885689,1.6796,0.0111,9.8421
1754698885709,2.8553,0.0947,9.7467
1754698885729,2.7373,-0.0565,9.7314
1754698885749,1.8420,-0.0607,9.6857
1754698885769,0.0948,-0.0518,9.7119
1754698885789,-1.7988,-0.1146,9.8927
1754698885809,-2.7225,-0.0924,9.7108
1754698885829,-2.9357,0.0041,9.6587
1754698885849,-1.7715,0.0955,9.6854
1754698885869,-0.0425,-0.1107,9.6947
1754698885889,1.8454,-0.0723,9.8784
1754698885909,2.7620,-0.1489,9.7312
1754698885929,2.7467,0.0008,9.8231
1754698885949,1.8522,-0.1486,9.8868
1754698885969,0.1246,-0.1407,9.8744
1754698885989,-1.6195,-0.0633,9.7202
1754698886009,-2.7060,0.0414,9.7731
1754698886029,-2.8820,-0.0485,9.8445
1754698886049,-1.6997,-0.1417,9.7023
1754698886069,0.1111,-0.1039,9.7651
1754698886089,1.8115,-0.1327,9.8296
1754698886109,2.9930,0.1211,9.8347
1754698886129,2.7306,-0.0166,9.9405
1754698886149,1.6463,-0.1104,9.9285
1754698886169,-0.0486,-0.1147,9.7839
1754698886189,-1.6627,0.0210,9.7740
1754698886209,-2.7452,0.0028,9.6711
1754698886229,-2.9382,0.1020,9.6865
1754698886249,-1.7673,0.0441,9.7401
1754698886269,-0.1402,0.0569,9.6783
1754698886289,1.9017,-0.0454,9.7973
1754698886309,2.9033,-0.0100,9.8998
1754698886329,2.9330,-0.0742,9.7072
1754698886349,1.8579,-0.0700,9.6533
1754698886369,-0.0992,0.0041,9.9106
1754698886389,-1.7810,0.1391,9.6961
1754698886409,-2.8210,-0.0073,9.9279
1754698886429,-2.9512,0.0784,9.8479
1754698886449,-1.8591,-0.0056,9.6883
1754698886469,0.1096,-0.1500,9.8139
1754698886489,1.6740,-0.0081,9.7715
1754698886509,2.8381,-0.0699,9.9110
1754698886529,2.7950,-0.0526,9.8124
1754698886549,1.7364,0.0746,9.8331
1754698886569,-0.0140,-0.0199,9.7732
1754698886589,-1.7841,-0.1385,9.8916
1754698886609,-2.9538,-0.0075,9.6708
1754698886629,-2.7755,-0.0365,9.7784
1754698886649,-1.6941,0.0159,9.9323
1754698886669,-0.0855,-0.1069,9.7266
1754698886689,1.7021,0.0636,9.9444
1754698886709,2.9746,-0.0581,9.7179
1754698886729,2.9440,-0.1072,9.6866
1754698886749,1.6627,0.1258,9.7840
1754698886769,-0.1090,-0.1291,9.8865
1754698886789,-1.7872,0.1418,9.9212
1754698886809,-3.0013,0.0643,9.7857
1754698886829,-2.9104,-0.1104,9.8124
1754698886849,-1.7090,-0.0026,9.8196
1754698886869,0.0701,-0.0762,9.7291
1754698886889,1.8708,-0.0338,9.8021
1754698886909,2.7952,0.1473,9.6867
1754698886929,2.9413,-0.0789,9.7371
1754698886949,1.7877,0.1485,9.6551
